,Full Journal Title,Title,TITLE_UPPER,SJR,Journal Impact Factor
31205,,"IMSCI 2018 - 12th International Multi-Conference on Society, Cybernetics and Informatics, Proceedings","IMSCI 2018 - 12TH INTERNATIONAL MULTI-CONFERENCE ON SOCIETY, CYBERNETICS AND INFORMATICS, PROCEEDINGS",0.102,
31206,,"Information Science and Electronic Engineering - Proceedings of the 3rd International Conference of Electronic Engineering and Information Science, ICEEIS 2016","INFORMATION SCIENCE AND ELECTRONIC ENGINEERING - PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE OF ELECTRONIC ENGINEERING AND INFORMATION SCIENCE, ICEEIS 2016",0.102,
31207,,Innes Review,INNES REVIEW,0.102,
31208,,Integrative Medicine Alert,INTEGRATIVE MEDICINE ALERT,0.102,
31209,,InterEULawEast,INTEREULAWEAST,0.102,
31210,,"International Bioenergy and Bioproducts Conference, IBBC 2018: Breakthrough Technology for Today and Beyond","INTERNATIONAL BIOENERGY AND BIOPRODUCTS CONFERENCE, IBBC 2018: BREAKTHROUGH TECHNOLOGY FOR TODAY AND BEYOND",0.102,
31211,,"International Conference on Transforming Engineering Education, ICTEE 2017","INTERNATIONAL CONFERENCE ON TRANSFORMING ENGINEERING EDUCATION, ICTEE 2017",0.102,
31212,,International Conference on Transportation and Development 2019: Innovation and Sustainability in Smart Mobility and Smart Cities - Selected Papers from the International Conference on Transportation,INTERNATIONAL CONFERENCE ON TRANSPORTATION AND DEVELOPMENT 2019: INNOVATION AND SUSTAINABILITY IN SMART MOBILITY AND SMART CITIES - SELECTED PAPERS FROM THE INTERNATIONAL CONFERENCE ON TRANSPORTATION,0.102,
31213,,International Gas Research Conference Proceedings,INTERNATIONAL GAS RESEARCH CONFERENCE PROCEEDINGS,0.102,
31214,,"International High-Level Radioactive Waste Management 2019, IHLRWM 2019","INTERNATIONAL HIGH-LEVEL RADIOACTIVE WASTE MANAGEMENT 2019, IHLRWM 2019",0.102,
31215,,International Journal of Designed Objects,INTERNATIONAL JOURNAL OF DESIGNED OBJECTS,0.102,
31216,,International Journal of Infertility and Fetal Medicine,INTERNATIONAL JOURNAL OF INFERTILITY AND FETAL MEDICINE,0.102,
31217,,International Pest Control,INTERNATIONAL PEST CONTROL,0.102,
31218,,International Studies in Religion and Society,INTERNATIONAL STUDIES IN RELIGION AND SOCIETY,0.102,
31219,,International Telemetering Conference (Proceedings),INTERNATIONAL TELEMETERING CONFERENCE (PROCEEDINGS),0.102,
31220,,Interni Medicina pro Praxi,INTERNI MEDICINA PRO PRAXI,0.102,
31221,,Interventional Cardiology,INTERVENTIONAL CARDIOLOGY,0.102,
31222,,IPPTA: Quarterly Journal of Indian Pulp and Paper Technical Association,IPPTA: QUARTERLY JOURNAL OF INDIAN PULP AND PAPER TECHNICAL ASSOCIATION,0.102,
31223,,Iranian Journal of Breast Diseases,IRANIAN JOURNAL OF BREAST DISEASES,0.102,
31224,,Islamic History and Civilization,ISLAMIC HISTORY AND CIVILIZATION,0.102,
31225,,ISPCE-CN 2019 - IEEE International Symposium on Product Compliance Engineering-Asia 2019,ISPCE-CN 2019 - IEEE INTERNATIONAL SYMPOSIUM ON PRODUCT COMPLIANCE ENGINEERING-ASIA 2019,0.102,
31226,,"ISRM International Symposium 2000, IS 2000","ISRM INTERNATIONAL SYMPOSIUM 2000, IS 2000",0.102,
31227,,Issues in Hispanic and Lusophone Linguistics,ISSUES IN HISPANIC AND LUSOPHONE LINGUISTICS,0.102,
31228,,J19,J19,0.102,
31229,,Jahrbuch des Deutschen Archaeologischen Instituts,JAHRBUCH DES DEUTSCHEN ARCHAEOLOGISCHEN INSTITUTS,0.102,
31230,,Jahrbuch fur Antike und Christentum,JAHRBUCH FUR ANTIKE UND CHRISTENTUM,0.102,
31231,,Jahrbuch fur Regionalgeschichte,JAHRBUCH FUR REGIONALGESCHICHTE,0.102,
31232,,Japanese Journal of Anesthesiology,JAPANESE JOURNAL OF ANESTHESIOLOGY,0.102,
31233,,Japanese Journal of Gastroenterological Surgery,JAPANESE JOURNAL OF GASTROENTEROLOGICAL SURGERY,0.102,
31234,,Japanese Journal of Head and Neck Cancer,JAPANESE JOURNAL OF HEAD AND NECK CANCER,0.102,
31235,,Japanese Journal of Human Geography,JAPANESE JOURNAL OF HUMAN GEOGRAPHY,0.102,
31236,,Japanese Journal of Physical Fitness and Sports Medicine,JAPANESE JOURNAL OF PHYSICAL FITNESS AND SPORTS MEDICINE,0.102,
31237,,Journal for the Liberal Arts and Sciences,JOURNAL FOR THE LIBERAL ARTS AND SCIENCES,0.102,
31238,,"Journal, Indian Academy of Clinical Medicine","JOURNAL, INDIAN ACADEMY OF CLINICAL MEDICINE",0.102,
31239,,Journal of Acute Medicine,JOURNAL OF ACUTE MEDICINE,0.102,
31240,,Journal of Architecture and Planning,JOURNAL OF ARCHITECTURE AND PLANNING,0.102,
31241,,Journal of Business and Entrepreneurship,JOURNAL OF BUSINESS AND ENTREPRENEURSHIP,0.102,
31242,,Journal of Chinese Literature and Culture,JOURNAL OF CHINESE LITERATURE AND CULTURE,0.102,
31243,,Journal of Chinese Religions,JOURNAL OF CHINESE RELIGIONS,0.102,
31244,,Journal of Internal Medicine of Taiwan,JOURNAL OF INTERNAL MEDICINE OF TAIWAN,0.102,
31245,,Journal of Interventional Radiology,JOURNAL OF INTERVENTIONAL RADIOLOGY,0.102,
31246,,Journal of Investment Strategies,JOURNAL OF INVESTMENT STRATEGIES,0.102,
31247,,Journal of Japan Institute of Electronics Packaging,JOURNAL OF JAPAN INSTITUTE OF ELECTRONICS PACKAGING,0.102,
31248,,"Journal of Language, Literature and Culture","JOURNAL OF LANGUAGE, LITERATURE AND CULTURE",0.102,
31249,,Journal of Language Relationship,JOURNAL OF LANGUAGE RELATIONSHIP,0.102,
31250,,Journal of Late Antiquity,JOURNAL OF LATE ANTIQUITY,0.102,
31251,,Journal of New Zealand Studies,JOURNAL OF NEW ZEALAND STUDIES,0.102,
31252,,Journal of Orthomolecular Medicine,JOURNAL OF ORTHOMOLECULAR MEDICINE,0.102,
31253,,Journal of Plastination,JOURNAL OF PLASTINATION,0.102,
31254,,Journal of Presbyterian History,JOURNAL OF PRESBYTERIAN HISTORY,0.102,
31255,,Journal of Shi'a Islamic Studies,JOURNAL OF SHI'A ISLAMIC STUDIES,0.102,
31256,,Journal of Song-Yuan Studies,JOURNAL OF SONG-YUAN STUDIES,0.102,
31257,,Journal of Sufi Studies,JOURNAL OF SUFI STUDIES,0.102,
31258,,Journal of Technology and Chinese Language Teaching,JOURNAL OF TECHNOLOGY AND CHINESE LANGUAGE TEACHING,0.102,
31259,,Journal of the American Musical Instrument Society,JOURNAL OF THE AMERICAN MUSICAL INSTRUMENT SOCIETY,0.102,
31260,,Journal of the Civil War Era,JOURNAL OF THE CIVIL WAR ERA,0.102,
31261,,Journal of the National Academy of Forensic Engineers,JOURNAL OF THE NATIONAL ACADEMY OF FORENSIC ENGINEERS,0.102,
31262,,Journal of the Ottoman and Turkish Studies Association,JOURNAL OF THE OTTOMAN AND TURKISH STUDIES ASSOCIATION,0.102,
31263,,Journal of Tokyo Medical University,JOURNAL OF TOKYO MEDICAL UNIVERSITY,0.102,
31264,,Journal of Transnational American Studies,JOURNAL OF TRANSNATIONAL AMERICAN STUDIES,0.102,
31265,,Journal of Vietnamese Studies,JOURNAL OF VIETNAMESE STUDIES,0.102,
31266,,Journal of Water Law,JOURNAL OF WATER LAW,0.102,
31267,,Journal of World Popular Music,JOURNAL OF WORLD POPULAR MUSIC,0.102,
31268,,Jusletter IT,JUSLETTER IT,0.102,
31269,,Kaku igaku. The Japanese journal of nuclear medicine,KAKU IGAKU. THE JAPANESE JOURNAL OF NUCLEAR MEDICINE,0.102,
31270,,Kasmera,KASMERA,0.102,
31271,,Kemanusiaan,KEMANUSIAAN,0.102,
31272,,Keramische Zeitschrift,KERAMISCHE ZEITSCHRIFT,0.102,
31273,,Kister Distillation Symposium 2017 - Topical Conference at the 2017 AIChE Spring Meeting and 13th Global Congress on Process Safety,KISTER DISTILLATION SYMPOSIUM 2017 - TOPICAL CONFERENCE AT THE 2017 AICHE SPRING MEETING AND 13TH GLOBAL CONGRESS ON PROCESS SAFETY,0.102,
31274,,Kister Distillation Symposium 2019 - Topical Conference at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety,KISTER DISTILLATION SYMPOSIUM 2019 - TOPICAL CONFERENCE AT THE 2019 AICHE SPRING MEETING AND 15TH GLOBAL CONGRESS ON PROCESS SAFETY,0.102,
31275,,KONVENS 2018 - Conference on Natural Language Processing / Die Konferenz zur Verarbeitung Naturlicher Sprache,KONVENS 2018 - CONFERENCE ON NATURAL LANGUAGE PROCESSING / DIE KONFERENZ ZUR VERARBEITUNG NATURLICHER SPRACHE,0.102,
31276,,Kriterion,KRITERION,0.102,
31277,,"Labour, Capital and Society","LABOUR, CAPITAL AND SOCIETY",0.102,
31278,,"Land Reclamation in Ecological Fragile Areas - Proceedings of the 2nd International Symposium on Land Reclamation and Ecological Restoration, LRER 2017","LAND RECLAMATION IN ECOLOGICAL FRAGILE AREAS - PROCEEDINGS OF THE 2ND INTERNATIONAL SYMPOSIUM ON LAND RECLAMATION AND ECOLOGICAL RESTORATION, LRER 2017",0.102,
31279,,Leuvense Bijdragen,LEUVENSE BIJDRAGEN,0.102,
31280,,Linguistique Balkanique,LINGUISTIQUE BALKANIQUE,0.102,
31281,,Literary Journalism Studies,LITERARY JOURNALISM STUDIES,0.102,
31282,,Literature and Theology,LITERATURE AND THEOLOGY,0.102,
31283,,Llull,LLULL,0.102,
31284,,"LUNDQUA Thesis - Lund University, Department of Quarternary Geology","LUNDQUA THESIS - LUND UNIVERSITY, DEPARTMENT OF QUARTERNARY GEOLOGY",0.102,
31285,,Makslas Vesture un Teorija,MAKSLAS VESTURE UN TEORIJA,0.102,
31286,,Malta Medical Journal,MALTA MEDICAL JOURNAL,0.102,
31287,,"Man, Building and Urban Planning","MAN, BUILDING AND URBAN PLANNING",0.102,
31288,,Materials and Energy,MATERIALS AND ENERGY,0.102,
31289,,Mathematical Engineering,MATHEMATICAL ENGINEERING,0.102,
31290,,Medicinski Casopis,MEDICINSKI CASOPIS,0.102,
31291,,Medieval Sermon Studies,MEDIEVAL SERMON STUDIES,0.102,
31292,,"Meet the Industry Candidates Poster Session 2019, Held at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety","MEET THE INDUSTRY CANDIDATES POSTER SESSION 2019, HELD AT THE 2019 AICHE SPRING MEETING AND 15TH GLOBAL CONGRESS ON PROCESS SAFETY",0.102,
31293,,"METAL 2019 - 28th International Conference on Metallurgy and Materials, Conference Proceedings","METAL 2019 - 28TH INTERNATIONAL CONFERENCE ON METALLURGY AND MATERIALS, CONFERENCE PROCEEDINGS",0.102,
31294,,Metropolitan Museum of Art Bulletin,METROPOLITAN MUSEUM OF ART BULLETIN,0.102,
31295,,Microbiology Today,MICROBIOLOGY TODAY,0.102,
31296,,"Middleware Demos and Posters 2019 - Proceedings of the 2019 20th International Middleware Conference Demos and Posters, Part of Middleware 2019","MIDDLEWARE DEMOS AND POSTERS 2019 - PROCEEDINGS OF THE 2019 20TH INTERNATIONAL MIDDLEWARE CONFERENCE DEMOS AND POSTERS, PART OF MIDDLEWARE 2019",0.102,
31297,,Militargeschichtliche Zeitschrift,MILITARGESCHICHTLICHE ZEITSCHRIFT,0.102,
31298,,Millennium Film Journal,MILLENNIUM FILM JOURNAL,0.102,
31299,,Mining History,MINING HISTORY,0.102,
31300,,"Miscelanea de Estudios Arabes y Hebraicos, Seccion Hebreo","MISCELANEA DE ESTUDIOS ARABES Y HEBRAICOS, SECCION HEBREO",0.102,
31301,,Mississippi Quarterly,MISSISSIPPI QUARTERLY,0.102,
31302,,"Mitteilungen der Berliner Gesellschaft fur Anthropologie, Ethnologie und Urgeschichte","MITTEILUNGEN DER BERLINER GESELLSCHAFT FUR ANTHROPOLOGIE, ETHNOLOGIE UND URGESCHICHTE",0.102,
31303,Modern Chinese Literature and Culture,Modern Chinese Literature and Culture,MODERN CHINESE LITERATURE AND CULTURE,0.102,0.267
31304,,"Multi Conference on Computer Science and Information Systems, MCCSIS 2019 - Proceedings of the International Conference on e-Learning 2019","MULTI CONFERENCE ON COMPUTER SCIENCE AND INFORMATION SYSTEMS, MCCSIS 2019 - PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON E-LEARNING 2019",0.102,
31305,,Multicultural Shakespeare,MULTICULTURAL SHAKESPEARE,0.102,
31306,,Museum Worlds,MUSEUM WORLDS,0.102,
31307,,"Music, Sound and the Moving Image","MUSIC, SOUND AND THE MOVING IMAGE",0.102,
31308,,Muslim World Journal of Human Rights,MUSLIM WORLD JOURNAL OF HUMAN RIGHTS,0.102,
31309,,Natur und Recht,NATUR UND RECHT,0.102,
31310,,Negentiende Eeuw,NEGENTIENDE EEUW,0.102,
31311,,Neurologia-Neurocirugia Psiquiatria,NEUROLOGIA-NEUROCIRUGIA PSIQUIATRIA,0.102,
31312,,Northeast African Studies,NORTHEAST AFRICAN STUDIES,0.102,
31313,,Northern Mariner,NORTHERN MARINER,0.102,
31314,,Nueva Revista del Pacifico,NUEVA REVISTA DEL PACIFICO,0.102,
31315,,Nuova Rivista di Letteratura Italiana,NUOVA RIVISTA DI LETTERATURA ITALIANA,0.102,
31316,,Nursing Care and Research,NURSING CARE AND RESEARCH,0.102,
31317,,Nurture,NURTURE,0.102,
31318,,Obstetrica si Ginecologie,OBSTETRICA SI GINECOLOGIE,0.102,
31319,,Oceanus,OCEANUS,0.102,
31320,,"OECD observer. Organisation for Economic Co-operation and Development, The","OECD OBSERVER. ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT, THE",0.102,
31321,,Offshore Engineering,OFFSHORE ENGINEERING,0.102,
31322,Oncologie,Oncologie,ONCOLOGIE,0.102,0.333
31323,,Open Access Journal of Medicinal and Aromatic Plants,OPEN ACCESS JOURNAL OF MEDICINAL AND AROMATIC PLANTS,0.102,
31324,,Optics InfoBase Conference Papers,OPTICS INFOBASE CONFERENCE PAPERS,0.102,
31325,,OR60: The OR Society Annual Conference,OR60: THE OR SOCIETY ANNUAL CONFERENCE,0.102,
31326,,Oralprophylaxe und Kinderzahnheilkunde,ORALPROPHYLAXE UND KINDERZAHNHEILKUNDE,0.102,
31327,,Oral Therapeutics and Pharmacology,ORAL THERAPEUTICS AND PHARMACOLOGY,0.102,
31328,,Ordines Militares,ORDINES MILITARES,0.102,
31329,,Oslo Law Review,OSLO LAW REVIEW,0.102,
31330,,Osteopathic Family Physician,OSTEOPATHIC FAMILY PHYSICIAN,0.102,
31331,,Osterreichische Musikzeitschrift,OSTERREICHISCHE MUSIKZEITSCHRIFT,0.102,
31332,,"Oudtestamentische Studien, Old Testament Studies","OUDTESTAMENTISCHE STUDIEN, OLD TESTAMENT STUDIES",0.102,
31333,,"Paper Conference and Trade Show, PaperCon 2018","PAPER CONFERENCE AND TRADE SHOW, PAPERCON 2018",0.102,
31334,,Particle and Bulk Powder Characterization 2018 - Topical at the 8th World Congress on Particle Technology,PARTICLE AND BULK POWDER CHARACTERIZATION 2018 - TOPICAL AT THE 8TH WORLD CONGRESS ON PARTICLE TECHNOLOGY,0.102,
31335,,Particle-Based Separations: Fundamentals and Applications 2018 - Topical at the 8th World Congress on Particle Technology,PARTICLE-BASED SEPARATIONS: FUNDAMENTALS AND APPLICATIONS 2018 - TOPICAL AT THE 8TH WORLD CONGRESS ON PARTICLE TECHNOLOGY,0.102,
31336,,Pasavento,PASAVENTO,0.102,
31337,,Petroleum Refinery Engineering,PETROLEUM REFINERY ENGINEERING,0.102,
31338,,"Pharmaceutical Discovery, Development and Manufacturing Forum 2018 - Core Programming Area at the 2018 AIChE Annual Meeting","PHARMACEUTICAL DISCOVERY, DEVELOPMENT AND MANUFACTURING FORUM 2018 - CORE PROGRAMMING AREA AT THE 2018 AICHE ANNUAL MEETING",0.102,
31339,,Pharmaceutical Engineering,PHARMACEUTICAL ENGINEERING,0.102,
31340,,Pharmaceutical Technology Europe,PHARMACEUTICAL TECHNOLOGY EUROPE,0.102,
31341,,PharmacoVigilance Review,PHARMACOVIGILANCE REVIEW,0.102,
31342,,Pharmazeutische Industrie,PHARMAZEUTISCHE INDUSTRIE,0.102,
31343,,Philosophical Inquiries,PHILOSOPHICAL INQUIRIES,0.102,
31344,,Philosophie,PHILOSOPHIE,0.102,
31345,,Pipelines 2017: Construction and Rehabilitation - Proceedings of Sessions of the Pipelines 2017 Conference,PIPELINES 2017: CONSTRUCTION AND REHABILITATION - PROCEEDINGS OF SESSIONS OF THE PIPELINES 2017 CONFERENCE,0.102,
31346,,"Pipelines 2019: Condition Assessment, Construction, and Rehabilitation - Proceedings of Sessions of the Pipelines 2019 Conference","PIPELINES 2019: CONDITION ASSESSMENT, CONSTRUCTION, AND REHABILITATION - PROCEEDINGS OF SESSIONS OF THE PIPELINES 2019 CONFERENCE",0.102,
31347,,"Pipelines 2019: Multidisciplinary Topics, Utility Engineering, and Surveying - Proceedings of Sessions of the Pipelines 2019 Conference","PIPELINES 2019: MULTIDISCIPLINARY TOPICS, UTILITY ENGINEERING, AND SURVEYING - PROCEEDINGS OF SESSIONS OF THE PIPELINES 2019 CONFERENCE",0.102,
31348,,Planning,PLANNING,0.102,
31349,,Planning Advisory Service Memo,PLANNING ADVISORY SERVICE MEMO,0.102,
31350,,Podravina,PODRAVINA,0.102,
31351,,"POF 2016 - 25th International Conference on Plastic Optical Fibres, Conference Proceedings","POF 2016 - 25TH INTERNATIONAL CONFERENCE ON PLASTIC OPTICAL FIBRES, CONFERENCE PROCEEDINGS",0.102,
31352,,Pratiques en Nutrition,PRATIQUES EN NUTRITION,0.102,
31353,,"Problemy sotsial'noi gigieny i istoriia meditsiny / NII sotsial'noi gigieny, ekonomiki i upravleniia zdravookhraneniem im. N.A. Semashko RAMN, AO 'Assotsiatsiia 'Meditsinskaia literatura'","PROBLEMY SOTSIAL'NOI GIGIENY I ISTORIIA MEDITSINY / NII SOTSIAL'NOI GIGIENY, EKONOMIKI I UPRAVLENIIA ZDRAVOOKHRANENIEM IM. N.A. SEMASHKO RAMN, AO 'ASSOTSIATSIIA 'MEDITSINSKAIA LITERATURA'",0.102,
31354,,"Proceeding - 2019 International Conference on Sustainable Energy Engineering and Application: Innovative Technology Toward Energy Resilience, ICSEEA 2019","PROCEEDING - 2019 INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY ENGINEERING AND APPLICATION: INNOVATIVE TECHNOLOGY TOWARD ENERGY RESILIENCE, ICSEEA 2019",0.102,
31355,,"Proceedings - 2016 24th Austrian Workshop on Microelectronics, Austrochip 2016","PROCEEDINGS - 2016 24TH AUSTRIAN WORKSHOP ON MICROELECTRONICS, AUSTROCHIP 2016",0.102,
31356,,"Proceedings - 2018 5th Asia-Pacific World Congress on Computer Science and Engineering, APWC on CSE 2018","PROCEEDINGS - 2018 5TH ASIA-PACIFIC WORLD CONGRESS ON COMPUTER SCIENCE AND ENGINEERING, APWC ON CSE 2018",0.102,
31357,,"Proceedings - 2018 International Conference on Applied Mathematics and Computer Science, ICAMCS 2018","PROCEEDINGS - 2018 INTERNATIONAL CONFERENCE ON APPLIED MATHEMATICS AND COMPUTER SCIENCE, ICAMCS 2018",0.102,
31358,,"Proceedings - 2018 Ivannikov Memorial Workshop, IVMEM 2018","PROCEEDINGS - 2018 IVANNIKOV MEMORIAL WORKSHOP, IVMEM 2018",0.102,
31359,,"Proceedings - 2019 1st International Conference on Smart Technology and Urban Development, STUD 2019","PROCEEDINGS - 2019 1ST INTERNATIONAL CONFERENCE ON SMART TECHNOLOGY AND URBAN DEVELOPMENT, STUD 2019",0.102,
31360,,"Proceedings - 2019 1st International Conference on Transdisciplinary AI, TransAI 2019","PROCEEDINGS - 2019 1ST INTERNATIONAL CONFERENCE ON TRANSDISCIPLINARY AI, TRANSAI 2019",0.102,
31361,,"Proceedings - 2019 4th International Conference on Information Systems Engineering, ICISE 2019","PROCEEDINGS - 2019 4TH INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS ENGINEERING, ICISE 2019",0.102,
31362,,"Proceedings - 2019 IEEE International Conference on Smart Manufacturing, Industrial and Logistics Engineering, SMILE 2019","PROCEEDINGS - 2019 IEEE INTERNATIONAL CONFERENCE ON SMART MANUFACTURING, INDUSTRIAL AND LOGISTICS ENGINEERING, SMILE 2019",0.102,
31363,,"Proceedings - 2019 IEEE International Symposium on Multimedia, ISM 2019","PROCEEDINGS - 2019 IEEE INTERNATIONAL SYMPOSIUM ON MULTIMEDIA, ISM 2019",0.102,
31364,,"Proceedings - 2019 International Conference on Machine Learning, Big Data and Business Intelligence, MLBDBI 2019","PROCEEDINGS - 2019 INTERNATIONAL CONFERENCE ON MACHINE LEARNING, BIG DATA AND BUSINESS INTELLIGENCE, MLBDBI 2019",0.102,
31365,,Proceedings - APCCAS 2019: 2019 IEEE Asia Pacific Conference on Circuits and Systems: Innovative CAS Towards Sustainable Energy and Technology Disruption,PROCEEDINGS - APCCAS 2019: 2019 IEEE ASIA PACIFIC CONFERENCE ON CIRCUITS AND SYSTEMS: INNOVATIVE CAS TOWARDS SUSTAINABLE ENERGY AND TECHNOLOGY DISRUPTION,0.102,
31366,,Proceedings - DigiPro 2018: Digital Production Symposium,PROCEEDINGS - DIGIPRO 2018: DIGITAL PRODUCTION SYMPOSIUM,0.102,
31367,,Proceedings - DMSVIVA 2019: 25th International DMS Conference on Visualization and Visual Languages,PROCEEDINGS - DMSVIVA 2019: 25TH INTERNATIONAL DMS CONFERENCE ON VISUALIZATION AND VISUAL LANGUAGES,0.102,
31368,,"Proceedings - DMSVLSS 2017: 23rd International Conference on Distributed Multimedia Systems, Visual Languages and Sentient Systems","PROCEEDINGS - DMSVLSS 2017: 23RD INTERNATIONAL CONFERENCE ON DISTRIBUTED MULTIMEDIA SYSTEMS, VISUAL LANGUAGES AND SENTIENT SYSTEMS",0.102,
31369,,"Proceedings of 2017 IEEE Far East NDT New Technology and Application Forum, FENDT 2017","PROCEEDINGS OF 2017 IEEE FAR EAST NDT NEW TECHNOLOGY AND APPLICATION FORUM, FENDT 2017",0.102,
31370,,"Proceedings of 30th International Conference on Adaptive Structures and Technologies, ICAST 2019","PROCEEDINGS OF 30TH INTERNATIONAL CONFERENCE ON ADAPTIVE STRUCTURES AND TECHNOLOGIES, ICAST 2019",0.102,
31371,,Proceedings of Spatial Accuracy 2018,PROCEEDINGS OF SPATIAL ACCURACY 2018,0.102,
31372,,"Proceedings of the 10th International Scientific Symposium on Electrical Power Engineering, ELEKTROENERGETIKA 2019","PROCEEDINGS OF THE 10TH INTERNATIONAL SCIENTIFIC SYMPOSIUM ON ELECTRICAL POWER ENGINEERING, ELEKTROENERGETIKA 2019",0.102,
31373,,"Proceedings of the 2018 IEEE 8th International Conference on Nanomaterials: Applications and Properties, NAP 2018","PROCEEDINGS OF THE 2018 IEEE 8TH INTERNATIONAL CONFERENCE ON NANOMATERIALS: APPLICATIONS AND PROPERTIES, NAP 2018",0.102,
31374,,Proceedings of the 2019 SIGED International Conference on Information Systems Education and Research,PROCEEDINGS OF THE 2019 SIGED INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS EDUCATION AND RESEARCH,0.102,
31375,,Proceedings of the 21st International Conference on Electronics,PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON ELECTRONICS,0.102,
31376,,"Proceedings of the 40th International Conference on Cement Microscopy, ICMA 2018","PROCEEDINGS OF THE 40TH INTERNATIONAL CONFERENCE ON CEMENT MICROSCOPY, ICMA 2018",0.102,
31377,,"Proceedings of the IASTED International Conference on Modelling, Simulation and Identification, MSI 2017","PROCEEDINGS OF THE IASTED INTERNATIONAL CONFERENCE ON MODELLING, SIMULATION AND IDENTIFICATION, MSI 2017",0.102,
